image: image_141.jpg, index: 141, steering: -1.0, throttle: 0.445098876953125
image: image_3670.jpg, index: 3670, steering: -1.0, throttle: 0.5
image: image_3671.jpg, index: 3671, steering: -1.0, throttle: 0.5
image: image_3672.jpg, index: 3672, steering: -1.0, throttle: 0.5
image: image_3673.jpg, index: 3673, steering: -1.0, throttle: 0.5
image: image_3674.jpg, index: 3674, steering: -1.0, throttle: 0.5
image: image_3675.jpg, index: 3675, steering: -0.92156982421875, throttle: 0.5
image: image_3676.jpg, index: 3676, steering: -0.87451171875, throttle: 0.5
image: image_3677.jpg, index: 3677, steering: -0.8431396484375, throttle: 0.5
image: image_3678.jpg, index: 3678, steering: -0.79608154296875, throttle: 0.5
image: image_3679.jpg, index: 3679, steering: -0.678436279296875, throttle: 0.5
image: image_3680.jpg, index: 3680, steering: -0.37255859375, throttle: 0.5
image: image_3681.jpg, index: 3681, steering: -0.23138427734375, throttle: 0.5
image: image_3682.jpg, index: 3682, steering: -0.098052978515625, throttle: 0.5
image: image_3683.jpg, index: 3683, steering: -0.019622802734375, throttle: 0.5
image: image_3684.jpg, index: 3684, steering: 0.00390625, throttle: 0.5
image: image_3685.jpg, index: 3685, steering: 0.00390625, throttle: 0.5
image: image_3686.jpg, index: 3686, steering: 0.00390625, throttle: 0.5
image: image_3687.jpg, index: 3687, steering: 0.00390625, throttle: 0.5
image: image_3688.jpg, index: 3688, steering: 0.00390625, throttle: 0.5
image: image_3689.jpg, index: 3689, steering: 0.00390625, throttle: 0.5
image: image_3690.jpg, index: 3690, steering: 0.00390625, throttle: 0.5
image: image_3691.jpg, index: 3691, steering: 0.00390625, throttle: 0.5
image: image_3692.jpg, index: 3692, steering: -0.13726806640625, throttle: 0.5
image: image_3693.jpg, index: 3693, steering: -0.2470703125, throttle: 0.5
image: image_3694.jpg, index: 3694, steering: -0.2470703125, throttle: 0.5
image: image_3695.jpg, index: 3695, steering: -0.2470703125, throttle: 0.5
image: image_3696.jpg, index: 3696, steering: -0.2470703125, throttle: 0.5
image: image_3697.jpg, index: 3697, steering: -0.192169189453125, throttle: 0.5
image: image_3698.jpg, index: 3698, steering: -0.13726806640625, throttle: 0.5
image: image_3699.jpg, index: 3699, steering: -0.13726806640625, throttle: 0.5
image: image_3700.jpg, index: 3700, steering: -0.13726806640625, throttle: 0.5
image: image_3701.jpg, index: 3701, steering: -0.13726806640625, throttle: 0.5
image: image_3702.jpg, index: 3702, steering: -0.13726806640625, throttle: 0.5
image: image_3703.jpg, index: 3703, steering: -0.13726806640625, throttle: 0.5
image: image_3704.jpg, index: 3704, steering: -0.2470703125, throttle: 0.5
image: image_3705.jpg, index: 3705, steering: -0.254913330078125, throttle: 0.5
image: image_3706.jpg, index: 3706, steering: -0.254913330078125, throttle: 0.5
image: image_3707.jpg, index: 3707, steering: -0.254913330078125, throttle: 0.5
image: image_3708.jpg, index: 3708, steering: -0.254913330078125, throttle: 0.5
image: image_3709.jpg, index: 3709, steering: -0.254913330078125, throttle: 0.5
image: image_3710.jpg, index: 3710, steering: -0.254913330078125, throttle: 0.5
image: image_3711.jpg, index: 3711, steering: -0.254913330078125, throttle: 0.5
image: image_3712.jpg, index: 3712, steering: -0.254913330078125, throttle: 0.5
image: image_3713.jpg, index: 3713, steering: -0.254913330078125, throttle: 0.5
image: image_3714.jpg, index: 3714, steering: -0.207855224609375, throttle: 0.5
image: image_3715.jpg, index: 3715, steering: -0.13726806640625, throttle: 0.5
image: image_3716.jpg, index: 3716, steering: -0.13726806640625, throttle: 0.5
image: image_3717.jpg, index: 3717, steering: -0.13726806640625, throttle: 0.5
image: image_3718.jpg, index: 3718, steering: -0.13726806640625, throttle: 0.5
image: image_3719.jpg, index: 3719, steering: -0.113739013671875, throttle: 0.5
image: image_3720.jpg, index: 3720, steering: -0.098052978515625, throttle: 0.5
image: image_3721.jpg, index: 3721, steering: -0.098052978515625, throttle: 0.5
image: image_3722.jpg, index: 3722, steering: -0.098052978515625, throttle: 0.5
image: image_3723.jpg, index: 3723, steering: -0.098052978515625, throttle: 0.5
image: image_3724.jpg, index: 3724, steering: -0.098052978515625, throttle: 0.5
image: image_3725.jpg, index: 3725, steering: -0.13726806640625, throttle: 0.5
image: image_3726.jpg, index: 3726, steering: -0.160797119140625, throttle: 0.5
image: image_3727.jpg, index: 3727, steering: -0.160797119140625, throttle: 0.5
image: image_3728.jpg, index: 3728, steering: -0.160797119140625, throttle: 0.5
image: image_3729.jpg, index: 3729, steering: -0.2156982421875, throttle: 0.5
image: image_3730.jpg, index: 3730, steering: -0.254913330078125, throttle: 0.5
image: image_3731.jpg, index: 3731, steering: -0.333343505859375, throttle: 0.5
image: image_3732.jpg, index: 3732, steering: -0.427459716796875, throttle: 0.5
image: image_3733.jpg, index: 3733, steering: -0.443145751953125, throttle: 0.5
image: image_3734.jpg, index: 3734, steering: -0.443145751953125, throttle: 0.5
image: image_3735.jpg, index: 3735, steering: -0.443145751953125, throttle: 0.5
image: image_3736.jpg, index: 3736, steering: -0.443145751953125, throttle: 0.5
image: image_3737.jpg, index: 3737, steering: -0.45098876953125, throttle: 0.5
image: image_3738.jpg, index: 3738, steering: -0.45098876953125, throttle: 0.5
image: image_3739.jpg, index: 3739, steering: -0.4666748046875, throttle: 0.5
image: image_3740.jpg, index: 3740, steering: -0.45098876953125, throttle: 0.5
image: image_3741.jpg, index: 3741, steering: -0.45098876953125, throttle: 0.5
image: image_3742.jpg, index: 3742, steering: -0.45098876953125, throttle: 0.5
image: image_3743.jpg, index: 3743, steering: -0.427459716796875, throttle: 0.5
image: image_3744.jpg, index: 3744, steering: -0.309814453125, throttle: 0.5
image: image_3745.jpg, index: 3745, steering: -0.13726806640625, throttle: 0.5
image: image_3746.jpg, index: 3746, steering: 0.00390625, throttle: 0.5
image: image_3747.jpg, index: 3747, steering: 0.00390625, throttle: 0.5
image: image_3748.jpg, index: 3748, steering: 0.00390625, throttle: 0.5
image: image_3749.jpg, index: 3749, steering: 0.058807373046875, throttle: 0.5
image: image_3750.jpg, index: 3750, steering: 0.066650390625, throttle: 0.5
image: image_3751.jpg, index: 3751, steering: 0.11370849609375, throttle: 0.5
image: image_3752.jpg, index: 3752, steering: 0.184295654296875, throttle: 0.5
image: image_3753.jpg, index: 3753, steering: 0.231353759765625, throttle: 0.5
image: image_3754.jpg, index: 3754, steering: 0.231353759765625, throttle: 0.5
image: image_3755.jpg, index: 3755, steering: 0.23919677734375, throttle: 0.5
image: image_3756.jpg, index: 3756, steering: 0.23919677734375, throttle: 0.5
image: image_3757.jpg, index: 3757, steering: 0.27056884765625, throttle: 0.5
image: image_3758.jpg, index: 3758, steering: 0.356842041015625, throttle: 0.5
image: image_3759.jpg, index: 3759, steering: 0.36468505859375, throttle: 0.5
image: image_3760.jpg, index: 3760, steering: 0.317626953125, throttle: 0.5
image: image_3761.jpg, index: 3761, steering: 0.184295654296875, throttle: 0.5
image: image_3762.jpg, index: 3762, steering: 0.066650390625, throttle: 0.5
image: image_3763.jpg, index: 3763, steering: 0.043121337890625, throttle: 0.5
image: image_3764.jpg, index: 3764, steering: 0.01959228515625, throttle: 0.5
image: image_3765.jpg, index: 3765, steering: 0.01959228515625, throttle: 0.5
image: image_3766.jpg, index: 3766, steering: 0.01959228515625, throttle: 0.5
image: image_3767.jpg, index: 3767, steering: 0.090179443359375, throttle: 0.5
image: image_3768.jpg, index: 3768, steering: 0.262725830078125, throttle: 0.5
image: image_3769.jpg, index: 3769, steering: 0.388214111328125, throttle: 0.5
image: image_3770.jpg, index: 3770, steering: 0.39605712890625, throttle: 0.5
image: image_3771.jpg, index: 3771, steering: 0.33331298828125, throttle: 0.5
image: image_3772.jpg, index: 3772, steering: 0.11370849609375, throttle: 0.5
image: image_3773.jpg, index: 3773, steering: 0.01959228515625, throttle: 0.5
image: image_3774.jpg, index: 3774, steering: 0.01959228515625, throttle: 0.5
image: image_3775.jpg, index: 3775, steering: 0.01959228515625, throttle: 0.5
image: image_3776.jpg, index: 3776, steering: 0.00390625, throttle: 0.5
image: image_3777.jpg, index: 3777, steering: -0.003936767578125, throttle: 0.5
image: image_3778.jpg, index: 3778, steering: -0.505889892578125, throttle: 0.5
image: image_3779.jpg, index: 3779, steering: -0.960784912109375, throttle: 0.5
image: image_3780.jpg, index: 3780, steering: -1.0, throttle: 0.5
image: image_3781.jpg, index: 3781, steering: -1.0, throttle: 0.5
image: image_3782.jpg, index: 3782, steering: -1.0, throttle: 0.5
image: image_3783.jpg, index: 3783, steering: -1.0, throttle: 0.5
image: image_3784.jpg, index: 3784, steering: -1.0, throttle: 0.5
image: image_3785.jpg, index: 3785, steering: -1.0, throttle: 0.5
image: image_3786.jpg, index: 3786, steering: -1.0, throttle: 0.5
image: image_3787.jpg, index: 3787, steering: -1.0, throttle: 0.5
image: image_3788.jpg, index: 3788, steering: -1.0, throttle: 0.5
image: image_3789.jpg, index: 3789, steering: -1.0, throttle: 0.5
image: image_3790.jpg, index: 3790, steering: -1.0, throttle: 0.5
image: image_3791.jpg, index: 3791, steering: -1.0, throttle: 0.5
image: image_3792.jpg, index: 3792, steering: -1.0, throttle: 0.5
image: image_3793.jpg, index: 3793, steering: -1.0, throttle: 0.5
image: image_3794.jpg, index: 3794, steering: -1.0, throttle: 0.5
image: image_3795.jpg, index: 3795, steering: -0.960784912109375, throttle: 0.5
image: image_3796.jpg, index: 3796, steering: -0.95294189453125, throttle: 0.5
image: image_3797.jpg, index: 3797, steering: -0.95294189453125, throttle: 0.5
image: image_3798.jpg, index: 3798, steering: -0.95294189453125, throttle: 0.5
image: image_3799.jpg, index: 3799, steering: -0.95294189453125, throttle: 0.5
image: image_3800.jpg, index: 3800, steering: -0.95294189453125, throttle: 0.5
image: image_3801.jpg, index: 3801, steering: -0.95294189453125, throttle: 0.5
image: image_3802.jpg, index: 3802, steering: -0.95294189453125, throttle: 0.5
image: image_3803.jpg, index: 3803, steering: -0.95294189453125, throttle: 0.5
image: image_3804.jpg, index: 3804, steering: -0.95294189453125, throttle: 0.5
image: image_3805.jpg, index: 3805, steering: -0.76470947265625, throttle: 0.5
image: image_3806.jpg, index: 3806, steering: -0.12158203125, throttle: 0.5
image: image_3807.jpg, index: 3807, steering: -0.07452392578125, throttle: 0.5
image: image_3808.jpg, index: 3808, steering: 0.00390625, throttle: 0.5
image: image_3809.jpg, index: 3809, steering: 0.00390625, throttle: 0.5
image: image_3810.jpg, index: 3810, steering: 0.00390625, throttle: 0.5
image: image_3811.jpg, index: 3811, steering: 0.00390625, throttle: 0.5
image: image_3812.jpg, index: 3812, steering: 0.00390625, throttle: 0.5
image: image_3813.jpg, index: 3813, steering: 0.00390625, throttle: 0.5
image: image_3814.jpg, index: 3814, steering: 0.00390625, throttle: 0.5
image: image_3815.jpg, index: 3815, steering: 0.00390625, throttle: 0.5
image: image_3816.jpg, index: 3816, steering: 0.00390625, throttle: 0.5
image: image_3817.jpg, index: 3817, steering: -0.035308837890625, throttle: 0.5
image: image_3818.jpg, index: 3818, steering: -0.12158203125, throttle: 0.5
image: image_3819.jpg, index: 3819, steering: -0.2470703125, throttle: 0.5
image: image_3820.jpg, index: 3820, steering: -0.286285400390625, throttle: 0.5
image: image_3821.jpg, index: 3821, steering: -0.286285400390625, throttle: 0.5
image: image_3822.jpg, index: 3822, steering: -0.29412841796875, throttle: 0.5
image: image_3823.jpg, index: 3823, steering: -0.29412841796875, throttle: 0.5
image: image_3824.jpg, index: 3824, steering: -0.29412841796875, throttle: 0.5
image: image_3825.jpg, index: 3825, steering: -0.309814453125, throttle: 0.5
image: image_3826.jpg, index: 3826, steering: -0.32550048828125, throttle: 0.5
image: image_3827.jpg, index: 3827, steering: -0.333343505859375, throttle: 0.5
image: image_3828.jpg, index: 3828, steering: -0.349029541015625, throttle: 0.5
image: image_3829.jpg, index: 3829, steering: -0.364715576171875, throttle: 0.5
image: image_3830.jpg, index: 3830, steering: -0.364715576171875, throttle: 0.5
image: image_3831.jpg, index: 3831, steering: -0.364715576171875, throttle: 0.5
image: image_3832.jpg, index: 3832, steering: -0.37255859375, throttle: 0.5
image: image_3833.jpg, index: 3833, steering: -0.4039306640625, throttle: 0.5
image: image_3834.jpg, index: 3834, steering: -0.4666748046875, throttle: 0.5
image: image_3835.jpg, index: 3835, steering: -0.521575927734375, throttle: 0.5
image: image_3836.jpg, index: 3836, steering: -0.5294189453125, throttle: 0.5
image: image_3837.jpg, index: 3837, steering: -0.5294189453125, throttle: 0.5
image: image_3838.jpg, index: 3838, steering: -0.5294189453125, throttle: 0.5
image: image_3839.jpg, index: 3839, steering: -0.5294189453125, throttle: 0.5
image: image_3840.jpg, index: 3840, steering: -0.5294189453125, throttle: 0.5
image: image_3841.jpg, index: 3841, steering: -0.5294189453125, throttle: 0.5
image: image_3842.jpg, index: 3842, steering: -0.5294189453125, throttle: 0.5
image: image_3843.jpg, index: 3843, steering: -0.5294189453125, throttle: 0.5
image: image_3844.jpg, index: 3844, steering: -0.5294189453125, throttle: 0.5
image: image_3845.jpg, index: 3845, steering: -0.443145751953125, throttle: 0.5
image: image_3846.jpg, index: 3846, steering: -0.2156982421875, throttle: 0.5
image: image_3847.jpg, index: 3847, steering: -0.019622802734375, throttle: 0.5
image: image_3848.jpg, index: 3848, steering: 0.00390625, throttle: 0.5
image: image_3849.jpg, index: 3849, steering: 0.00390625, throttle: 0.5
image: image_3850.jpg, index: 3850, steering: 0.00390625, throttle: 0.5
image: image_3851.jpg, index: 3851, steering: 0.00390625, throttle: 0.5
image: image_3852.jpg, index: 3852, steering: 0.00390625, throttle: 0.5
image: image_3853.jpg, index: 3853, steering: 0.00390625, throttle: 0.5
image: image_3854.jpg, index: 3854, steering: 0.00390625, throttle: 0.5
image: image_3855.jpg, index: 3855, steering: 0.00390625, throttle: 0.5
image: image_3856.jpg, index: 3856, steering: 0.00390625, throttle: 0.5
image: image_3857.jpg, index: 3857, steering: 0.00390625, throttle: 0.5
image: image_3858.jpg, index: 3858, steering: -0.2156982421875, throttle: 0.5
image: image_3859.jpg, index: 3859, steering: -0.45098876953125, throttle: 0.5
image: image_3860.jpg, index: 3860, steering: -0.490203857421875, throttle: 0.5
image: image_3861.jpg, index: 3861, steering: -0.490203857421875, throttle: 0.5
image: image_3862.jpg, index: 3862, steering: -0.23138427734375, throttle: 0.5
image: image_3863.jpg, index: 3863, steering: -0.098052978515625, throttle: 0.5
image: image_3864.jpg, index: 3864, steering: -0.003936767578125, throttle: 0.5
image: image_3865.jpg, index: 3865, steering: 0.00390625, throttle: 0.5
image: image_3866.jpg, index: 3866, steering: 0.00390625, throttle: 0.5
image: image_3867.jpg, index: 3867, steering: 0.00390625, throttle: 0.5
image: image_3868.jpg, index: 3868, steering: 0.00390625, throttle: 0.5
image: image_3869.jpg, index: 3869, steering: 0.00390625, throttle: 0.5
image: image_3870.jpg, index: 3870, steering: 0.00390625, throttle: 0.5
image: image_3871.jpg, index: 3871, steering: 0.00390625, throttle: 0.5
image: image_3872.jpg, index: 3872, steering: 0.00390625, throttle: 0.5
image: image_3873.jpg, index: 3873, steering: 0.00390625, throttle: 0.5
image: image_3874.jpg, index: 3874, steering: 0.00390625, throttle: 0.5
image: image_3875.jpg, index: 3875, steering: 0.00390625, throttle: 0.5
image: image_3876.jpg, index: 3876, steering: 0.00390625, throttle: 0.5
image: image_3877.jpg, index: 3877, steering: 0.00390625, throttle: 0.5
image: image_3878.jpg, index: 3878, steering: 0.00390625, throttle: 0.5
image: image_3879.jpg, index: 3879, steering: 0.00390625, throttle: 0.5
image: image_3880.jpg, index: 3880, steering: 0.00390625, throttle: 0.5
image: image_3881.jpg, index: 3881, steering: 0.00390625, throttle: 0.5
image: image_3882.jpg, index: 3882, steering: 0.00390625, throttle: 0.5
image: image_3883.jpg, index: 3883, steering: 0.00390625, throttle: 0.5
image: image_3884.jpg, index: 3884, steering: 0.00390625, throttle: 0.5
image: image_3885.jpg, index: 3885, steering: 0.00390625, throttle: 0.5
image: image_3886.jpg, index: 3886, steering: 0.011749267578125, throttle: 0.5
image: image_3887.jpg, index: 3887, steering: 0.058807373046875, throttle: 0.5
image: image_3888.jpg, index: 3888, steering: 0.090179443359375, throttle: 0.5
image: image_3889.jpg, index: 3889, steering: 0.215667724609375, throttle: 0.5
image: image_3890.jpg, index: 3890, steering: 0.066650390625, throttle: 0.5
image: image_3891.jpg, index: 3891, steering: 0.00390625, throttle: 0.5
image: image_3892.jpg, index: 3892, steering: 0.00390625, throttle: 0.5
image: image_3893.jpg, index: 3893, steering: 0.00390625, throttle: 0.5
image: image_3894.jpg, index: 3894, steering: 0.00390625, throttle: 0.5
image: image_3895.jpg, index: 3895, steering: 0.00390625, throttle: 0.5
image: image_3896.jpg, index: 3896, steering: 0.00390625, throttle: 0.5
image: image_3897.jpg, index: 3897, steering: 0.00390625, throttle: 0.5
image: image_3898.jpg, index: 3898, steering: 0.00390625, throttle: 0.5
image: image_3899.jpg, index: 3899, steering: 0.00390625, throttle: 0.5
image: image_3900.jpg, index: 3900, steering: 0.00390625, throttle: 0.5
image: image_3901.jpg, index: 3901, steering: 0.00390625, throttle: 0.5
image: image_3902.jpg, index: 3902, steering: -0.13726806640625, throttle: 0.5
image: image_3903.jpg, index: 3903, steering: -0.505889892578125, throttle: 0.5
image: image_3904.jpg, index: 3904, steering: -0.678436279296875, throttle: 0.5
image: image_3905.jpg, index: 3905, steering: -0.819610595703125, throttle: 0.5
image: image_3906.jpg, index: 3906, steering: -0.819610595703125, throttle: 0.5
image: image_3907.jpg, index: 3907, steering: -0.835296630859375, throttle: 0.5
image: image_3908.jpg, index: 3908, steering: -0.85882568359375, throttle: 0.5
image: image_3909.jpg, index: 3909, steering: -1.0, throttle: 0.5
image: image_3910.jpg, index: 3910, steering: -1.0, throttle: 0.5
image: image_3911.jpg, index: 3911, steering: -1.0, throttle: 0.5
image: image_3912.jpg, index: 3912, steering: -1.0, throttle: 0.5
image: image_3913.jpg, index: 3913, steering: -1.0, throttle: 0.5
image: image_3914.jpg, index: 3914, steering: -1.0, throttle: 0.5
image: image_3915.jpg, index: 3915, steering: -1.0, throttle: 0.5
image: image_3916.jpg, index: 3916, steering: -1.0, throttle: 0.5
image: image_3917.jpg, index: 3917, steering: -1.0, throttle: 0.5
image: image_3918.jpg, index: 3918, steering: -1.0, throttle: 0.5
image: image_3919.jpg, index: 3919, steering: -1.0, throttle: 0.5
image: image_3920.jpg, index: 3920, steering: -1.0, throttle: 0.5
image: image_3921.jpg, index: 3921, steering: -1.0, throttle: 0.5
image: image_3922.jpg, index: 3922, steering: -1.0, throttle: 0.5
image: image_3923.jpg, index: 3923, steering: -0.803924560546875, throttle: 0.5
image: image_3924.jpg, index: 3924, steering: -0.490203857421875, throttle: 0.5
image: image_3925.jpg, index: 3925, steering: -0.364715576171875, throttle: 0.5
image: image_3926.jpg, index: 3926, steering: -0.309814453125, throttle: 0.5
image: image_3927.jpg, index: 3927, steering: -0.176483154296875, throttle: 0.5
image: image_3928.jpg, index: 3928, steering: 0.00390625, throttle: 0.5
image: image_3929.jpg, index: 3929, steering: 0.00390625, throttle: 0.5
image: image_3930.jpg, index: 3930, steering: 0.00390625, throttle: 0.5
image: image_3931.jpg, index: 3931, steering: 0.00390625, throttle: 0.5
image: image_3932.jpg, index: 3932, steering: 0.00390625, throttle: 0.5
image: image_3933.jpg, index: 3933, steering: -0.38824462890625, throttle: 0.5
image: image_3934.jpg, index: 3934, steering: -0.913726806640625, throttle: 0.5
image: image_3935.jpg, index: 3935, steering: -0.95294189453125, throttle: 0.5
image: image_3936.jpg, index: 3936, steering: -0.95294189453125, throttle: 0.5
image: image_3937.jpg, index: 3937, steering: -0.95294189453125, throttle: 0.5
image: image_3938.jpg, index: 3938, steering: -0.7803955078125, throttle: 0.5
image: image_3939.jpg, index: 3939, steering: -0.490203857421875, throttle: 0.5
image: image_3940.jpg, index: 3940, steering: -0.309814453125, throttle: 0.5
image: image_3941.jpg, index: 3941, steering: -0.160797119140625, throttle: 0.5
image: image_3942.jpg, index: 3942, steering: -0.13726806640625, throttle: 0.5
image: image_3943.jpg, index: 3943, steering: -0.13726806640625, throttle: 0.5
image: image_3944.jpg, index: 3944, steering: -0.521575927734375, throttle: 0.5
image: image_3945.jpg, index: 3945, steering: -0.7803955078125, throttle: 0.5
image: image_3946.jpg, index: 3946, steering: -0.976470947265625, throttle: 0.5
image: image_3947.jpg, index: 3947, steering: -0.976470947265625, throttle: 0.5
image: image_3948.jpg, index: 3948, steering: -0.992156982421875, throttle: 0.5
image: image_3949.jpg, index: 3949, steering: -0.937255859375, throttle: 0.5
image: image_3950.jpg, index: 3950, steering: -0.32550048828125, throttle: 0.5
image: image_3951.jpg, index: 3951, steering: 0.00390625, throttle: 0.5
image: image_3952.jpg, index: 3952, steering: 0.00390625, throttle: 0.5
image: image_3953.jpg, index: 3953, steering: 0.00390625, throttle: 0.5
image: image_3954.jpg, index: 3954, steering: 0.00390625, throttle: 0.5
image: image_3955.jpg, index: 3955, steering: 0.00390625, throttle: 0.5
image: image_3956.jpg, index: 3956, steering: 0.00390625, throttle: 0.5
image: image_3957.jpg, index: 3957, steering: 0.00390625, throttle: 0.5
image: image_3958.jpg, index: 3958, steering: 0.00390625, throttle: 0.5
image: image_3959.jpg, index: 3959, steering: 0.00390625, throttle: 0.5
image: image_3960.jpg, index: 3960, steering: 0.00390625, throttle: 0.5
image: image_3961.jpg, index: 3961, steering: 0.00390625, throttle: 0.5
image: image_3962.jpg, index: 3962, steering: 0.00390625, throttle: 0.5
image: image_3963.jpg, index: 3963, steering: -0.2156982421875, throttle: 0.5
image: image_3964.jpg, index: 3964, steering: -0.32550048828125, throttle: 0.5
image: image_3965.jpg, index: 3965, steering: -0.32550048828125, throttle: 0.5
image: image_3966.jpg, index: 3966, steering: -0.2470703125, throttle: 0.5
image: image_3967.jpg, index: 3967, steering: -0.019622802734375, throttle: 0.5
image: image_3968.jpg, index: 3968, steering: 0.00390625, throttle: 0.5
image: image_3969.jpg, index: 3969, steering: 0.00390625, throttle: 0.5
image: image_3970.jpg, index: 3970, steering: 0.00390625, throttle: 0.5
image: image_3971.jpg, index: 3971, steering: 0.00390625, throttle: 0.5
image: image_3972.jpg, index: 3972, steering: 0.00390625, throttle: 0.5
image: image_3973.jpg, index: 3973, steering: 0.00390625, throttle: 0.5
image: image_3974.jpg, index: 3974, steering: 0.00390625, throttle: 0.5
image: image_3975.jpg, index: 3975, steering: 0.058807373046875, throttle: 0.5
image: image_3976.jpg, index: 3976, steering: 0.08233642578125, throttle: 0.5
image: image_3977.jpg, index: 3977, steering: 0.08233642578125, throttle: 0.5
image: image_3978.jpg, index: 3978, steering: 0.00390625, throttle: 0.5
image: image_3979.jpg, index: 3979, steering: 0.00390625, throttle: 0.5
image: image_3980.jpg, index: 3980, steering: 0.00390625, throttle: 0.5
image: image_3981.jpg, index: 3981, steering: 0.00390625, throttle: 0.5
image: image_3982.jpg, index: 3982, steering: 0.00390625, throttle: 0.5
image: image_3983.jpg, index: 3983, steering: 0.00390625, throttle: 0.5
image: image_3984.jpg, index: 3984, steering: 0.00390625, throttle: 0.5
image: image_3985.jpg, index: 3985, steering: 0.00390625, throttle: 0.5
image: image_3986.jpg, index: 3986, steering: -0.12158203125, throttle: 0.5
image: image_3987.jpg, index: 3987, steering: -0.364715576171875, throttle: 0.5
image: image_3988.jpg, index: 3988, steering: -0.45098876953125, throttle: 0.5
image: image_3989.jpg, index: 3989, steering: -0.490203857421875, throttle: 0.5
image: image_3990.jpg, index: 3990, steering: -0.490203857421875, throttle: 0.5
image: image_3991.jpg, index: 3991, steering: -0.490203857421875, throttle: 0.5
image: image_3992.jpg, index: 3992, steering: -0.490203857421875, throttle: 0.5
image: image_3993.jpg, index: 3993, steering: -0.490203857421875, throttle: 0.5
image: image_3994.jpg, index: 3994, steering: -0.490203857421875, throttle: 0.5
image: image_3995.jpg, index: 3995, steering: -0.490203857421875, throttle: 0.5
image: image_3996.jpg, index: 3996, steering: -0.490203857421875, throttle: 0.5
image: image_3997.jpg, index: 3997, steering: -0.490203857421875, throttle: 0.5
image: image_3998.jpg, index: 3998, steering: -0.490203857421875, throttle: 0.5
image: image_3999.jpg, index: 3999, steering: -0.364715576171875, throttle: 0.5
image: image_4000.jpg, index: 4000, steering: -0.113739013671875, throttle: 0.5
image: image_4001.jpg, index: 4001, steering: 0.00390625, throttle: 0.5
image: image_4002.jpg, index: 4002, steering: 0.00390625, throttle: 0.5
image: image_4003.jpg, index: 4003, steering: 0.00390625, throttle: 0.5
image: image_4004.jpg, index: 4004, steering: 0.00390625, throttle: 0.5
image: image_4005.jpg, index: 4005, steering: 0.00390625, throttle: 0.5
image: image_4006.jpg, index: 4006, steering: 0.00390625, throttle: 0.5
image: image_4007.jpg, index: 4007, steering: 0.00390625, throttle: 0.5
image: image_4008.jpg, index: 4008, steering: 0.0352783203125, throttle: 0.5
image: image_4009.jpg, index: 4009, steering: 0.090179443359375, throttle: 0.5
image: image_4010.jpg, index: 4010, steering: 0.11370849609375, throttle: 0.5
image: image_4011.jpg, index: 4011, steering: 0.11370849609375, throttle: 0.5
image: image_4012.jpg, index: 4012, steering: 0.058807373046875, throttle: 0.5
image: image_4013.jpg, index: 4013, steering: 0.043121337890625, throttle: 0.5
image: image_4014.jpg, index: 4014, steering: 0.043121337890625, throttle: 0.5
image: image_4015.jpg, index: 4015, steering: 0.168609619140625, throttle: 0.5
image: image_4016.jpg, index: 4016, steering: 0.309783935546875, throttle: 0.5
image: image_4017.jpg, index: 4017, steering: 0.482330322265625, throttle: 0.5
image: image_4018.jpg, index: 4018, steering: 0.6627197265625, throttle: 0.5
image: image_4019.jpg, index: 4019, steering: 0.6627197265625, throttle: 0.5
image: image_4020.jpg, index: 4020, steering: 0.45880126953125, throttle: 0.5
image: image_4021.jpg, index: 4021, steering: 0.20782470703125, throttle: 0.5
image: image_4022.jpg, index: 4022, steering: 0.00390625, throttle: 0.5
image: image_4023.jpg, index: 4023, steering: 0.00390625, throttle: 0.5
image: image_4024.jpg, index: 4024, steering: 0.00390625, throttle: 0.5
image: image_4025.jpg, index: 4025, steering: 0.00390625, throttle: 0.5
image: image_4026.jpg, index: 4026, steering: 0.00390625, throttle: 0.5
image: image_4027.jpg, index: 4027, steering: 0.192138671875, throttle: 0.5
image: image_4028.jpg, index: 4028, steering: 0.568603515625, throttle: 0.5
image: image_4029.jpg, index: 4029, steering: 0.686248779296875, throttle: 0.5
image: image_4030.jpg, index: 4030, steering: 0.686248779296875, throttle: 0.5
image: image_4031.jpg, index: 4031, steering: 0.686248779296875, throttle: 0.5
image: image_4032.jpg, index: 4032, steering: 0.388214111328125, throttle: 0.5
image: image_4033.jpg, index: 4033, steering: 0.00390625, throttle: 0.5
image: image_4034.jpg, index: 4034, steering: -0.4039306640625, throttle: 0.5
image: image_4035.jpg, index: 4035, steering: -1.0, throttle: 0.5
image: image_4036.jpg, index: 4036, steering: -1.0, throttle: 0.5
image: image_4037.jpg, index: 4037, steering: -1.0, throttle: 0.5
image: image_4038.jpg, index: 4038, steering: -1.0, throttle: 0.5
image: image_4039.jpg, index: 4039, steering: -1.0, throttle: 0.5
image: image_4040.jpg, index: 4040, steering: -0.960784912109375, throttle: 0.5
image: image_4041.jpg, index: 4041, steering: -0.87451171875, throttle: 0.5
image: image_4042.jpg, index: 4042, steering: -0.803924560546875, throttle: 0.5
image: image_4043.jpg, index: 4043, steering: -0.76470947265625, throttle: 0.5
image: image_4044.jpg, index: 4044, steering: -0.76470947265625, throttle: 0.5
image: image_4045.jpg, index: 4045, steering: -0.76470947265625, throttle: 0.5
image: image_4046.jpg, index: 4046, steering: -0.76470947265625, throttle: 0.5
